,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,year_released,age,decades,day,month,markup,profitmargin,netprofit,genres,randomgenre
2855,56,2012-07-13,Red Lights,17700000,49521,14518884,2012,8,0,Friday,7,-0.17972406779661018,-0.21910196403525228,-3181116,['Thriller'],Thriller
2862,63,2013-11-27,Black Nativity,17500000,7018188,7285135,2013,7,0,Wednesday,11,-0.5837065714285714,-1.4021517789306581,-10214865,"['Drama', 'Music']",Music
2863,64,2003-04-25,City of Ghosts,17500000,325491,325491,2003,17,1,Friday,4,-0.9814005142857144,-52.76492744807076,-17174509,"['Documentary', 'War']",Documentary
2865,66,2018-04-06,A Quiet Place,17000000,188024361,334522294,2018,2,0,Friday,4,18.677782,0.949181264433156,317522294,"['Drama', 'Horror', 'Science Fiction', 'Thriller']",Science Fiction
2872,73,2013-11-15,The Best Man Holiday,17000000,70525195,72835710,2013,7,0,Friday,11,3.2844535294117647,0.7665980052916351,55835710,['Comedy'],Comedy
2874,75,2012-09-28,Pitch Perfect,17000000,65001093,116044347,2012,8,0,Friday,9,5.8261380588235285,0.8535042814278578,99044347,"['Comedy', 'Music', 'Romance']",Comedy
2876,77,2013-04-05,Evil Dead,17000000,54239856,97778356,2013,7,0,Friday,4,4.751668,0.8261373917966058,80778356,['Horror'],Horror
2879,80,2015-02-20,"McFarland, USA",17000000,44480275,45707924,2015,5,0,Friday,2,1.688701411764706,0.628073241742504,28707924,['Drama'],Drama
2880,81,2016-11-11,Almost Christmas,17000000,42065185,42493506,2016,4,0,Friday,11,1.499618,0.5999388706594367,25493506,"['Comedy', 'Drama']",Comedy
2886,87,2011-03-04,Beastly,17000000,27865571,38028230,2011,9,0,Friday,3,1.2369547058823531,0.5529636798767652,21028230,"['Drama', 'Fantasy', 'Romance', 'Science Fiction']",Science Fiction
2888,89,1982-07-09,Tron,17000000,26918576,26918576,1982,38,3,Friday,7,0.5834456470588235,0.3684658504966979,9918576,"['Action', 'Adventure', 'Science Fiction']",Adventure
2889,90,2010-08-20,Lottery Ticket,17000000,24719879,24719879,2010,10,1,Friday,8,0.4541105294117647,0.3122943684311724,7719879,['Comedy'],Comedy
2903,4,2012-08-24,The Apparition,17000000,4936819,10637281,2012,8,0,Friday,8,-0.3742775882352941,-0.5981527610298158,-6362719,"['Horror', 'Thriller']",Horror
2907,8,1981-01-01,Roar,17000000,2110050,2110050,1981,39,3,Thursday,1,-0.8758794117647059,-7.056681121300442,-14889950,"['Action', 'Adventure', 'Thriller']",Action
2909,10,2016-06-10,Genius,17000000,1361045,7265283,2016,4,0,Friday,6,-0.5726304117647059,-1.3398950873627358,-9734717,"['Drama', 'History']",History
2911,12,2015-06-26,Escobar: Paradise Lost,17000000,195792,3917679,2015,5,0,Friday,6,-0.7695482941176469,-3.3393039603295733,-13082321,"['Romance', 'Thriller']",Romance
2915,16,2019-07-12,Crawl,17000000,0,0,2019,1,0,Friday,7,-1.0,-inf,-17000000,"['Crime', 'Thriller']",Crime
2916,17,2016-03-11,The Young Messiah,16800000,6469813,7313697,2016,4,0,Friday,3,-0.5646608928571428,-1.2970598864021847,-9486303,['Drama'],Drama
2921,22,2006-08-18,The Illusionist,16500000,39868642,83792062,2006,14,1,Friday,8,4.078306787878788,0.803083972321865,67292062,"['Animation', 'Drama']",Drama
2930,31,1982-12-08,The Verdict,16000000,53977250,53977250,1982,38,3,Wednesday,12,2.373578125,0.7035788225595042,37977250,"['Crime', 'Drama', 'Thriller']",Crime
2932,33,2012-05-25,Moonrise Kingdom,16000000,45512466,68848446,2012,8,0,Friday,5,3.303027875,0.7676055026717669,52848446,"['Comedy', 'Drama', 'Romance']",Romance
2933,34,2011-11-25,The Artist,16000000,44667095,128256712,2011,9,0,Friday,11,7.0160445000000005,0.8752501935337309,112256712,"['Comedy', 'Drama', 'Romance']",Drama
2938,39,2011-02-04,The Roommate,16000000,37300107,52545707,2011,9,0,Friday,2,2.2841066875,0.6955031930581884,36545707,"['Drama', 'Horror', 'Thriller']",Horror
2950,51,2010-03-12,Remember Me,16000000,19068240,56506120,2010,10,1,Friday,3,2.5316325,0.7168448302590941,40506120,"['Drama', 'Romance']",Romance
2956,57,2014-10-03,Left Behind,16000000,14019924,20769209,2014,6,0,Friday,10,0.2980755625,0.2296288221665062,4769209,"['Action', 'Science Fiction', 'Thriller']",Science Fiction
2959,60,2012-06-29,People Like Us,16000000,12431792,12617472,2012,8,0,Friday,6,-0.211408,-0.2680828616065088,-3382528,['Drama'],Drama
2964,65,2016-11-18,Bleed for This,16000000,5083906,6603926,2016,4,0,Friday,11,-0.587254625,-1.4228012246048791,-9396074,['Drama'],Drama
2969,70,2014-11-14,The Homesman,16000000,2429989,8217571,2014,6,0,Friday,11,-0.4864018125,-0.9470473695937645,-7782429,"['Drama', 'Western']",Drama
2970,71,2013-04-05,Trance,16000000,2322593,22594052,2013,7,0,Friday,4,0.41212825,0.2918490229198375,6594052,"['Crime', 'Drama', 'Mystery', 'Thriller']",Thriller
2971,72,2014-05-16,The Immigrant,16000000,2013456,7585011,2014,6,0,Friday,5,-0.5259368125,-1.1094234405197303,-8414989,"['Drama', 'Romance']",Romance
2972,73,1997-08-15,Steel,16000000,1686429,1686429,1997,23,2,Friday,8,-0.8945981875,-8.487502883311423,-14313571,"['Drama', 'Romance']",Drama
2976,77,2010-09-24,Enter the Void,16000000,337997,1467278,2010,10,1,Friday,9,-0.908295125,-9.904545696180273,-14532722,"['Drama', 'Fantasy']",Drama
2978,79,2012-11-02,Vamps,16000000,3361,94812,2012,8,0,Friday,11,-0.99407425,-167.75500991435683,-15905188,"['Comedy', 'Horror', 'Romance']",Horror
2982,83,2018-12-21,Second Act,15700000,39282227,63288854,2018,2,0,Friday,12,3.0311371974522285,0.7519310430237842,47588854,"['Comedy', 'Romance']",Comedy
2992,93,1984-12-05,Beverly Hills Cop,15000000,234760478,316300000,1984,36,3,Wednesday,12,20.086666666666666,0.9525766677205184,301300000,"['Action', 'Comedy', 'Crime']",Crime
3001,2,2017-08-11,Annabelle: Creation,15000000,102092201,305384865,2017,3,0,Friday,8,19.358991,0.9508816522390524,290384865,"['Horror', 'Mystery', 'Thriller']",Thriller
3002,3,2013-10-25,Jackass Presents: Bad Grandpa,15000000,102003019,160903019,2013,7,0,Friday,10,9.726867933333333,0.9067761432120798,145903019,['Comedy'],Comedy
3005,6,2014-11-28,The Imitation Game,15000000,91125143,227740463,2014,6,0,Friday,11,14.182697533333334,0.9341355514852008,212740463,"['Drama', 'History', 'Thriller', 'War']",War
3007,8,1959-11-18,Ben-Hur,15000000,73000000,73259017,1959,61,6,Wednesday,11,3.883934466666666,0.7952470478821742,58259017,"['Action', 'Adventure', 'Drama']",Drama
3008,9,2013-01-18,Mama,15000000,71628180,148095566,2013,7,0,Friday,1,8.873037733333334,0.8987140506286326,133095566,['Horror'],Horror
3012,13,2010-03-19,Diary of a Wimpy Kid,15000000,64003625,76954311,2010,10,1,Friday,3,4.1302873999999985,0.8050791462482199,61954311,"['Comedy', 'Family']",Comedy
3014,15,2007-08-31,Halloween,15000000,58269151,77514401,2007,13,1,Friday,8,4.167626733333333,0.806487571257888,62514401,"['Horror', 'Thriller']",Horror
3017,18,2012-02-03,The Woman in Black,15000000,54333290,128955898,2012,8,0,Friday,2,7.597059866666667,0.8836811636176579,113955898,"['Drama', 'Horror', 'Thriller']",Horror
3018,19,1994-12-21,Little Women,15000000,50003303,50003303,1994,26,2,Wednesday,12,2.3335535333333333,0.7000198166909094,35003303,['Drama'],Drama
3020,21,2018-08-10,BlacKkKlansman,15000000,49275340,93017335,2018,2,0,Friday,8,5.201155666666667,0.8387397359857708,78017335,"['Crime', 'Drama']",Crime
3027,28,2015-12-04,Krampus,15000000,42725475,61788393,2015,5,0,Friday,12,3.1192262000000004,0.7572359585399802,46788393,"['Comedy', 'Fantasy', 'Horror']",Horror
3028,29,2012-09-21,End of Watch,15000000,41003371,57586606,2012,8,0,Friday,9,2.8391070666666667,0.7395227633314594,42586606,"['Crime', 'Drama', 'Thriller']",Crime
3032,33,2014-12-03,Wild,15000000,37880356,52460543,2014,6,0,Wednesday,12,2.497369533333333,0.7140708208071731,37460543,['Drama'],Drama
3034,35,2014-11-07,The Theory of Everything,15000000,35893537,123327692,2014,6,0,Friday,11,7.221846133333332,0.8783728150851959,108327692,"['Drama', 'Romance']",Drama
3035,36,2011-09-16,Drive,15000000,35060689,81357930,2011,9,0,Friday,9,4.4238620000000015,0.8156295274474166,66357930,"['Action', 'Crime', 'Drama', 'Thriller']",Crime
3038,39,2018-11-23,The Favourite,15000000,34366783,94113929,2018,2,0,Friday,11,5.274261933333333,0.8406187037415046,79113929,"['Comedy', 'Drama', 'History']",Drama
3049,50,2014-08-22,When the Game Stands Tall,15000000,30127963,30138912,2014,6,0,Friday,8,1.0092608,0.5023045291084164,15138912,['Drama'],Drama
3050,51,1981-06-12,Clash of the Titans,15000000,30000000,44400000,1981,39,3,Friday,6,1.96,0.6621621621621622,29400000,"['Action', 'Adventure', 'Fantasy']",Adventure
3056,57,2017-09-08,Home Again,15000000,27020284,37336874,2017,3,0,Friday,9,1.4891249333333334,0.5982523871709239,22336874,"['Comedy', 'Drama', 'Romance']",Comedy
3059,60,2010-07-23,Ramona and Beezus,15000000,26167002,27469621,2010,10,1,Friday,7,0.8313080666666667,0.4539422294905343,12469621,"['Comedy', 'Family']",Comedy
3060,61,2014-08-27,The November Man,15000000,25018119,34820335,2014,6,0,Wednesday,8,1.3213556666666666,0.5692172404429768,19820335,"['Action', 'Crime', 'Thriller']",Crime
3066,67,2013-03-29,The Place Beyond the Pines,15000000,21403519,47011449,2013,7,0,Friday,3,2.1340966,0.6809287882192272,32011449,"['Crime', 'Drama']",Drama
3069,70,2016-04-29,Keanu,15000000,20591853,20688141,2016,4,0,Friday,4,0.3792094,0.2749469369915837,5688141,"['Action', 'Comedy']",Action
3070,71,2010-12-22,Country Strong,15000000,20218921,20601987,2010,10,1,Wednesday,12,0.3734658,0.2719148885978814,5601987,"['Drama', 'Music', 'Romance']",Music
3075,76,2014-07-25,A Most Wanted Man,15000000,17237855,36068890,2014,6,0,Friday,7,1.4045926666666666,0.5841291484157123,21068890,['Thriller'],Thriller
3078,79,2012-11-02,The Man with the Iron Fists,15000000,15634090,22018988,2012,8,0,Friday,11,0.4679325333333333,0.31876978179015314,7018988,['Action'],Action
3080,81,2019-02-01,Miss Bala,15000000,14998027,15362298,2019,1,0,Friday,2,0.0241532,0.023583581050178826,362298,"['Action', 'Drama']",Action
3081,82,2012-11-30,Killing Them Softly,15000000,14945541,39238443,2012,8,0,Friday,11,1.6158962,0.6177218346813609,24238443,"['Crime', 'Thriller']",Crime
3083,84,2011-08-19,One Day,15000000,13843771,59168692,2011,9,0,Friday,8,2.9445794666666667,0.7464875512205001,44168692,"['Drama', 'Romance']",Drama
3089,90,2017-01-20,The Founder,15000000,12786053,24403192,2017,3,0,Friday,1,0.6268794666666667,0.3853263130495387,9403192,"['Drama', 'History']",History
3105,6,2016-09-23,Queen of Katwe,15000000,8874389,10055481,2016,4,0,Friday,9,-0.32963459999999994,-0.4917237673662752,-4944519,['Drama'],Drama
3112,13,2013-01-04,Promised Land,15000000,7597898,12394562,2013,7,0,Friday,1,-0.17369586666666667,-0.2102081541889096,-2605438,['Drama'],Drama
3114,15,2018-06-08,Hotel Artemis,15000000,6708137,12758799,2018,2,0,Friday,6,-0.1494134,-0.17565924504336186,-2241201,"['Action', 'Science Fiction', 'Thriller']",Action
3124,25,2015-10-30,Scouts Guide to the Zombie Apocalypse,15000000,3703046,15554855,2015,5,0,Friday,10,0.03699033333333333,0.03567085646249997,554855,"['Comedy', 'Horror']",Comedy
3126,27,2010-09-22,You Will Meet a Tall Dark Stranger,15000000,3247816,34247816,2010,10,1,Wednesday,9,1.2831877333333332,0.5620158669387852,19247816,"['Comedy', 'Drama', 'Romance']",Romance
3127,28,2015-10-23,Rock the Kasbah,15000000,3020665,3386153,2015,5,0,Friday,10,-0.7742564666666667,-3.429805741205433,-11613847,"['Comedy', 'Music', 'War']",Music
3128,29,2010-09-15,Never Let Me Go,15000000,2434652,11173718,2010,10,1,Wednesday,9,-0.25508546666666665,-0.3424358839197481,-3826282,"['Drama', 'Romance', 'Science Fiction']",Drama
3129,30,2016-09-09,The Disappointments Room,15000000,2423467,3503761,2016,4,0,Friday,9,-0.7664159333333334,-3.28111392301016,-11496239,"['Drama', 'Horror', 'Thriller']",Horror
3134,35,2017-02-03,The Comedian,15000000,1658706,1658706,2017,3,0,Friday,2,-0.8894196,-8.043193911398403,-13341294,['Comedy'],Comedy
3141,42,2013-04-26,The Reluctant Fundamentalist,15000000,528731,528731,2013,7,0,Friday,4,-0.9647512666666668,-27.369813761629267,-14471269,['Thriller'],Thriller
3142,43,2004-02-06,The Return,15000000,501752,5953886,2004,16,1,Friday,2,-0.6030742666666666,-1.5193629841081941,-9046114,['Documentary'],Documentary
3145,46,2010-08-27,Centurion,15000000,123570,7885048,2010,10,1,Friday,8,-0.4743301333333334,-0.9023346465360768,-7114952,"['Action', 'Adventure', 'Drama']",Drama
3149,50,2013-09-06,Winnie Mandela,15000000,61847,61847,2013,7,0,Friday,9,-0.9958768666666666,-241.53399518165799,-14938153,['Drama'],Drama
3150,51,2011-11-04,The Son of No One,15000000,30680,1148578,2011,9,0,Friday,11,-0.9234281333333332,-12.059626773279655,-13851422,"['Crime', 'Drama', 'Thriller']",Crime
3153,54,2013-12-06,Khumba,15000000,0,20898221,2013,7,0,Friday,12,0.3932147333333333,0.2822355548828773,5898221,"['Adventure', 'Animation', 'Family']",Adventure
3154,55,2015-05-05,A Few Best Men,15000000,0,17224539,2015,5,0,Tuesday,5,0.1483026,0.12914940713362488,2224539,['Comedy'],Comedy
3160,61,2017-02-17,In Dubious Battle,15000000,0,214182,2017,3,0,Friday,2,-0.9857212,-69.03389640586043,-14785818,['Drama'],Drama
3161,62,2015-09-01,Broken Horses,15000000,0,3471,2015,5,0,Tuesday,9,-0.9997686,-4320.5211754537595,-14996529,"['Crime', 'Drama', 'Mystery', 'Thriller']",Thriller
3165,66,2015-07-01,Magic Mike XXL,14500000,66013057,123660597,2015,5,0,Wednesday,7,7.528317034482758,0.8827435710988845,109160597,"['Comedy', 'Drama']",Comedy
3180,81,2012-08-31,The Possession,14000000,49130588,82925064,2012,8,0,Friday,8,4.9232188571428575,0.8311728767553318,68925064,"['Horror', 'Thriller']",Horror
3186,87,1991-01-18,White Fang,14000000,34729091,34729091,1991,29,2,Friday,1,1.4806493571428572,0.5968797455712272,20729091,"['Animation', 'Family']",Animation
3187,88,1988-12-21,Dangerous Liaisons,14000000,34700000,34700000,1988,32,3,Wednesday,12,1.4785714285714286,0.5965417867435159,20700000,"['Drama', 'Romance']",Drama
3188,89,1999-10-08,Superstar,14000000,30628981,30628981,1999,21,2,Friday,10,1.1877843571428572,0.542916559973053,16628981,"['Comedy', 'Drama']",Comedy
3189,90,2012-01-13,The Iron Lady,14000000,29959436,115592104,2012,8,0,Friday,1,7.256578857142857,0.878884460827878,101592104,"['Drama', 'History']",History
3194,95,2010-03-12,Our Family Wedding,14000000,20255281,21410546,2010,10,1,Friday,3,0.5293247142857143,0.34611662869316834,7410546,['Comedy'],Comedy
3202,3,1977-06-22,"New York, New York",14000000,13800000,13800000,1977,43,4,Wednesday,6,-0.014285714285714284,-0.014492753623188406,-200000,['Romance'],Romance
3206,7,2015-02-20,Hot Tub Time Machine 2,14000000,12314651,12826644,2015,5,0,Friday,2,-0.08381114285714286,-0.09147802028340382,-1173356,['Comedy'],Comedy
3207,8,2006-11-17,Bobby,14000000,11242801,20597806,2006,14,1,Friday,11,0.4712718571428571,0.3203159598648516,6597806,['Documentary'],Documentary
3209,10,2012-10-26,Fun Size,14000000,9409538,11166615,2012,8,0,Friday,10,-0.2023846428571429,-0.2537371441569357,-2833385,['Comedy'],Comedy
3215,16,2015-10-23,Suffragette,14000000,4702420,34044909,2015,5,0,Friday,10,1.4317792142857142,0.5887784573017951,20044909,"['Drama', 'History']",Drama
3217,18,2014-12-19,Mr. Turner,14000000,3958546,25187026,2014,6,0,Friday,12,0.7990732857142857,0.4441582741844948,11187026,"['Drama', 'History']",Drama
3221,22,2010-08-06,Flipped,14000000,1755212,4289993,2010,10,1,Friday,8,-0.6935719285714286,-2.263408588312382,-9710007,"['Drama', 'Romance']",Drama
3226,27,2011-09-30,Margaret,14000000,47185,623292,2011,9,0,Friday,9,-0.9554791428571427,-21.461382466003094,-13376708,['Drama'],Drama
3227,28,2016-11-01,Reign of Assassins,14000000,0,11354230,2016,4,0,Tuesday,11,-0.18898357142857145,-0.2330206451692453,-2645770,"['Action', 'History']",Action
3231,32,2008-12-31,Ca$h,13700000,0,11738256,2008,12,1,Wednesday,12,-0.14319299270072994,-0.16712397480511584,-1961744,"['Comedy', 'Crime', 'Mystery', 'Thriller']",Mystery
3232,33,1990-03-30,Teenage Mutant Ninja Turtles,13500000,135265915,202000000,1990,30,3,Friday,3,13.962962962962965,0.9331683168316832,188500000,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Science Fiction']",Science Fiction
3235,36,2012-10-12,Seven Psychopaths,13500000,15024049,33035736,2012,8,0,Friday,10,1.4470915555555557,0.5913516199548271,19535736,"['Comedy', 'Crime']",Crime
3240,41,2011-04-01,The Last Godfather,13400000,164247,164247,2011,9,0,Friday,4,-0.9877427611940298,-80.58444294264127,-13235753,"['Action', 'Comedy', 'Thriller']",Thriller
3241,42,2014-04-04,Under the Skin,13300000,2614251,7229933,2014,6,0,Friday,4,-0.45639601503759397,-0.8395744469554559,-6070067,"['Drama', 'Science Fiction', 'Thriller']",Science Fiction
3243,44,2014-09-12,No Good Deed,13200000,52543632,54323210,2014,6,0,Friday,9,3.115394696969697,0.7570099410546616,41123210,"['Crime', 'Thriller']",Crime
3245,46,2010-12-03,Black Swan,13000000,106954678,331266710,2010,10,1,Friday,12,24.48205461538461,0.9607566966206776,318266710,"['Drama', 'Thriller']",Thriller
3247,48,2011-02-11,Justin Bieber: Never Say Never,13000000,73013910,99034125,2011,9,0,Friday,2,6.618009615384616,0.8687321163285887,86034125,"['Documentary', 'Family', 'Music']",Family
3248,49,2018-07-04,The First Purge,13000000,69488745,136617305,2018,2,0,Wednesday,7,9.509023461538463,0.9048436799423032,123617305,"['Action', 'Horror', 'Science Fiction', 'Thriller']",Action
3249,50,2016-03-16,Miracles from Heaven,13000000,61705123,73798736,2016,4,0,Wednesday,3,4.6768258461538466,0.8238452214140903,60798736,['Drama'],Drama
3253,54,2016-06-24,The Shallows,13000000,55121623,118763442,2016,4,0,Friday,6,8.135649384615384,0.8905387063470256,105763442,"['Drama', 'Horror', 'Thriller']",Drama
3254,55,1987-07-17,RoboCop,13000000,53424681,53424681,1987,33,3,Friday,7,3.1095908461538464,0.7566667735461069,40424681,"['Action', 'Science Fiction']",Science Fiction
3257,58,2014-02-14,About Last Night,13000000,48637684,50445860,2014,6,0,Friday,2,2.8804507692307686,0.7422979804487425,37445860,"['Comedy', 'Romance']",Comedy
3260,61,2014-10-10,St. Vincent,13000000,44137712,54837234,2014,6,0,Friday,10,3.2182487692307693,0.7629347971854307,41837234,['Comedy'],Comedy
3261,62,2014-07-02,Earth to Echo,13000000,38934842,42174545,2014,6,0,Wednesday,7,2.244195769230769,0.6917571961950034,29174545,"['Adventure', 'Family', 'Science Fiction']",Adventure
3271,72,2015-04-10,Ex Machina,13000000,25440971,38358392,2015,5,0,Friday,4,1.9506455384615384,0.6610911114313656,25358392,"['Drama', 'Science Fiction']",Science Fiction
3274,75,2016-03-11,Eye in the Sky,13000000,18704596,35402802,2016,4,0,Friday,3,1.7232924615384615,0.6327974265991715,22402802,"['Drama', 'Thriller', 'War']",Drama
3275,76,2013-03-22,Admission,13000000,18007317,18733666,2013,7,0,Friday,3,0.4410512307692308,0.3060621450174248,5733666,"['Comedy', 'Drama', 'Romance']",Romance
3276,77,2012-09-21,The Perks of Being a Wallflower,13000000,17742948,33069303,2012,8,0,Friday,9,1.5437925384615383,0.6068861808185071,20069303,['Drama'],Drama
3279,80,2015-10-16,Room,13000000,14677674,36262783,2015,5,0,Friday,10,1.7894448461538461,0.6415057277870814,23262783,"['Drama', 'Thriller']",Thriller
3280,81,2015-10-16,Woodlawn,13000000,14394097,14403703,2015,5,0,Friday,10,0.10797715384615383,0.09745431435235788,1403703,['Drama'],Drama
3285,86,2015-07-17,Bajrangi Bhaijaan,13000000,8178001,121778347,2015,5,0,Friday,7,8.367565153846153,0.8932486741670094,108778347,"['Action', 'Comedy', 'Drama']",Action
3296,97,2010-03-26,Chloe,13000000,3075255,11831131,2010,10,1,Friday,3,-0.08991299999999999,-0.0987960491689256,-1168869,"['Drama', 'Mystery', 'Thriller']",Mystery
3298,99,2015-12-04,Youth,13000000,2703296,24001573,2015,5,0,Friday,12,0.8462748461538462,0.458368832742754,11001573,['Drama'],Drama
3302,3,2015-07-24,The Vatican Tapes,13000000,1784763,14929184,2015,5,0,Friday,7,0.14839876923076922,0.12922233391992488,1929184,"['Horror', 'Thriller']",Horror
3306,7,2011-07-29,Attack the Block,13000000,1024175,6459183,2011,9,0,Friday,7,-0.5031397692307692,-1.0126384404962672,-6540817,"['Action', 'Comedy', 'Science Fiction']",Action
3307,8,2015-08-14,Brothers,13000000,656688,17856688,2015,5,0,Friday,8,0.3735913846153846,0.27198145591164496,4856688,['Drama'],Drama
3310,11,2010-06-18,The Killer Inside Me,13000000,217277,3617277,2010,10,1,Friday,6,-0.721747923076923,-2.5938635609050675,-9382723,"['Crime', 'Drama', 'Thriller']",Thriller
3311,12,2012-03-30,Womb,13000000,0,0,2012,8,0,Friday,3,-1.0,-inf,-13000000,"['Romance', 'Science Fiction']",Science Fiction
3313,14,2013-03-15,The Call,12800000,51872378,69821476,2013,7,0,Friday,3,4.4548028125,0.8166753163453606,57021476,"['Crime', 'Thriller']",Thriller
3314,15,2016-08-05,Operation Chromite,12700000,1022720,49196532,2016,4,0,Friday,8,2.8737426771653545,0.7418517223937655,36496532,"['Action', 'Drama', 'History', 'War']",History
3315,16,2014-09-12,The Drop,12600000,10724389,19054534,2014,6,0,Friday,9,0.5122646031746032,0.3387400605021356,6454534,"['Crime', 'Drama']",Crime
3317,18,2010-09-03,Machete,12500000,26593646,46370970,2010,10,1,Friday,9,2.7096776,0.7304347957353491,33870970,"['Action', 'Comedy', 'Thriller']",Comedy
3327,28,2010-10-15,Conviction,12500000,6797696,11826980,2010,10,1,Friday,10,-0.0538416,-0.05690548221101245,-673020,['Drama'],Drama
3331,32,2010-12-17,Casino Jack,12500000,2039869,2272186,2010,10,1,Friday,12,-0.81822512,-4.5013101920353344,-10227814,"['Comedy', 'Crime', 'Drama']",Comedy
3335,36,2010-04-16,The Perfect Game,12500000,1089445,3931367,2010,10,1,Friday,4,-0.68549064,-2.1795556100460733,-8568633,"['Drama', 'Family']",Family
3336,37,2012-10-05,The Paperboy,12500000,677200,4027663,2012,8,0,Friday,10,-0.67778696,-2.103536715956623,-8472337,"['Drama', 'Mystery', 'Thriller']",Thriller
3338,39,2012-05-04,A Little Bit of Heaven,12500000,10011,1100287,2012,8,0,Friday,5,-0.91197704,-10.360672260964641,-11399713,"['Comedy', 'Drama', 'Romance']",Drama
3340,41,1975-06-20,Jaws,12000000,260000000,470700000,1975,45,4,Friday,6,38.225,0.9745060548119822,458700000,['Animation'],Animation
3342,43,2014-06-06,The Fault in Our Stars,12000000,124872350,307166834,2014,6,0,Friday,6,24.597236166666665,0.9609332822696608,295166834,"['Drama', 'Romance']",Romance
3343,44,1999-07-09,American Pie,12000000,101800948,234723148,1999,21,2,Friday,7,18.560262333333334,0.9488759412855182,222723148,"['Comedy', 'Romance']",Comedy
3344,45,2012-04-20,Think Like a Man,12000000,91547205,113373764,2012,8,0,Friday,4,8.447813666666667,0.8941554061837446,101373764,"['Comedy', 'Romance']",Romance
3345,46,2014-04-16,Heaven is for Real,12000000,91386097,100916299,2014,6,0,Wednesday,4,7.409691583333332,0.8810895750348514,88916299,['Drama'],Drama
3351,52,2012-02-24,Act of Valor,12000000,70012847,82497035,2012,8,0,Friday,2,5.874752916666668,0.8545402268093635,70497035,"['Action', 'Thriller', 'War']",Action
3354,55,2012-02-03,Chronicle,12000000,64575175,123681790,2012,8,0,Friday,2,9.306815833333333,0.9029768246400705,111681790,"['Drama', 'Science Fiction', 'Thriller']",Thriller
3357,58,2012-03-02,Project X,12000000,54731865,103028188,2012,8,0,Friday,3,7.585682333333334,0.8835270207799829,91028188,"['Comedy', 'Crime']",Comedy
3358,59,2017-11-10,"Three Billboards Outside Ebbing, Missouri",12000000,54513740,160191915,2017,3,0,Friday,11,12.34932625,0.9250898523811268,148191915,"['Crime', 'Drama']",Drama
3359,60,2016-11-25,Lion,12000000,51739495,149570720,2016,4,0,Friday,11,11.464226666666667,0.9197703935636601,137570720,['Drama'],Drama
3360,61,2018-05-04,Overboard,12000000,50316123,85369830,2018,2,0,Friday,5,6.1141525,0.8594351189407312,73369830,"['Comedy', 'Romance']",Romance
3364,65,2013-11-22,Philomena,12000000,37709979,98963392,2013,7,0,Friday,11,7.246949333333332,0.8787430406589135,86963392,['Drama'],Drama
3366,67,2002-02-15,Crossroads,12000000,37188667,57000000,2002,18,1,Friday,2,3.75,0.7894736842105263,45000000,['Thriller'],Thriller
3367,68,2015-07-24,Paper Towns,12000000,32000304,85450484,2015,5,0,Friday,7,6.120873666666666,0.8595677936710107,73450484,"['Drama', 'Mystery', 'Romance']",Drama
3376,77,2016-08-12,Hell or High Water,12000000,27007844,37584304,2016,4,0,Friday,8,2.132025333333333,0.6807177804862371,25584304,"['Crime', 'Drama', 'Thriller', 'Western']",Western
3378,79,2012-07-05,Katy Perry: Part of Me,12000000,25326071,32700439,2012,8,0,Thursday,7,1.7250365833333334,0.6330324495032008,20700439,"['Documentary', 'Music']",Documentary
3379,80,2014-12-12,Top Five,12000000,25317379,26001741,2014,6,0,Friday,12,1.16681175,0.5384924417176526,14001741,"['Comedy', 'Drama']",Comedy
3383,84,2015-01-30,Project Almanac,12000000,22348241,32909437,2015,5,0,Friday,1,1.7424530833333334,0.6353629507548245,20909437,"['Science Fiction', 'Thriller']",Science Fiction
3384,85,2010-05-14,Just Wright,12000000,21540363,21867665,2010,10,1,Friday,5,0.8223054166666667,0.4512445658921517,9867665,"['Comedy', 'Drama', 'Romance']",Romance
3390,91,2013-11-15,Nebraska,12000000,17654912,24761360,2013,7,0,Friday,11,1.0634466666666669,0.5153739536115949,12761360,"['Adventure', 'Drama']",Drama
3393,94,2011-12-09,Young Adult,12000000,16311571,22750356,2011,9,0,Friday,12,0.895863,0.4725357264739066,10750356,"['Comedy', 'Drama']",Comedy
3394,95,2013-11-01,About Time,12000000,15323921,89309178,2013,7,0,Friday,11,6.4424315000000005,0.8656353101805505,77309178,"['Comedy', 'Drama', 'Science Fiction']",Drama
3395,96,2018-12-14,If Beale Street Could Talk,12000000,14915773,19859167,2018,2,0,Friday,12,0.6549305833333333,0.3957450481180807,7859167,"['Crime', 'Drama', 'Romance']",Drama
3396,97,2017-07-14,Wish Upon,12000000,14301505,23477345,2017,3,0,Friday,7,0.9564454166666668,0.4888689500452457,11477345,"['Fantasy', 'Horror', 'Thriller']",Horror
3402,3,1982-02-10,Das Boot,12000000,11487676,84970337,1982,38,3,Wednesday,2,6.080861416666667,0.8587742449462099,72970337,"['Drama', 'History', 'War']",History
3403,4,2017-04-21,Unforgettable,12000000,11368012,16221211,2017,3,0,Friday,4,0.35176758333333336,0.2602278584502723,4221211,"['Drama', 'Thriller']",Drama
3406,7,2017-10-13,Marshall,12000000,10051659,10116816,2017,3,0,Friday,10,-0.156932,-0.18614394093952089,-1883184,['Drama'],Drama
