,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,year_released,age,decades,day,month,markup,profitmargin,netprofit,genres,randomgenre
272,73,2016-11-04,Trolls,125000000,153707064,344150134,2016,4,0,Friday,11,1.753201072,0.6367864264728138,219150134,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Music']",Music
273,74,1998-05-19,Godzilla,125000000,136314294,376000000,1998,22,2,Tuesday,5,2.008,0.6675531914893617,251000000,"['Action', 'Drama', 'Science Fiction']",Drama
274,75,2012-06-08,Prometheus,125000000,126477084,402448265,2012,8,0,Friday,6,2.21958612,0.6894010712159487,277448265,"['Adventure', 'Mystery', 'Science Fiction']",Mystery
275,76,2012-08-10,The Bourne Legacy,125000000,113203870,280355920,2012,8,0,Friday,8,1.24284736,0.5541381826358438,155355920,"['Action', 'Thriller']",Action
277,78,2018-07-13,Skyscraper,125000000,68420120,304115534,2018,2,0,Friday,7,1.432924272,0.5889719990429689,179115534,['Action'],Action
278,79,2012-08-03,Total Recall,125000000,58877969,211856088,2012,8,0,Friday,8,0.6948487040000001,0.4099768329527542,86856088,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",Thriller
280,81,2017-01-13,Monster Trucks,125000000,33370166,61642798,2017,3,0,Friday,1,-0.506857616,-1.0278119108091102,-63357202,"['Action', 'Comedy', 'Science Fiction']",Action
285,86,2016-07-29,Jason Bourne,120000000,162192920,416168316,2016,4,0,Friday,7,2.4680693,0.7116551275373879,296168316,"['Action', 'Thriller']",Thriller
287,88,2012-11-21,Life of Pi,120000000,124987022,620912003,2012,8,0,Wednesday,11,4.174266691666666,0.8067358990964779,500912003,"['Action', 'Adventure', 'Drama']",Action
289,90,2018-04-13,Rampage,120000000,101028233,428056280,2018,2,0,Friday,4,2.5671356666666667,0.7196630312257071,308056280,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",Action
291,92,2013-08-09,Elysium,120000000,93050117,286192091,2013,7,0,Friday,8,1.3849340916666666,0.5807012011383641,166192091,"['Action', 'Drama', 'Science Fiction', 'Thriller']",Science Fiction
292,93,2013-04-19,Oblivion,120000000,89107235,287916633,2013,7,0,Friday,4,1.399305275,0.5832126864306586,167916633,"['Action', 'Adventure', 'Mystery', 'Science Fiction']",Mystery
293,94,2017-03-24,Power Rangers,120000000,85364450,142531552,2017,3,0,Friday,3,0.18776293333333333,0.15808115244545995,22531552,"['Action', 'Adventure', 'Science Fiction']",Science Fiction
295,96,2014-02-12,RoboCop,120000000,58607007,242981799,2014,6,0,Wednesday,2,1.024848325,0.5061358484715145,122981799,"['Action', 'Science Fiction']",Science Fiction
297,98,2015-08-07,Fantastic Four,120000000,56117548,167849187,2015,5,0,Friday,8,0.398743225,0.2850724978489172,47849187,"['Action', 'Adventure', 'Science Fiction']",Action
301,2,2010-06-23,Knight and Day,117000000,76423035,258751370,2010,10,1,Wednesday,6,1.2115501709401708,0.5478284810627283,141751370,"['Action', 'Comedy']",Action
302,3,2018-10-05,Venom,116000000,213511408,853628605,2018,2,0,Friday,10,6.358867284482758,0.8641095210252473,737628605,['Thriller'],Thriller
307,8,2013-07-26,The Wolverine,115000000,132556852,416456852,2013,7,0,Friday,7,2.6213639304347827,0.7238609487448174,301456852,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",Science Fiction
308,9,1997-02-07,Dante's Peak,115000000,67163857,178200000,1997,23,2,Friday,2,0.5495652173913044,0.3546576879910213,63200000,"['Action', 'Adventure', 'Drama', 'Thriller']",Drama
312,13,2010-12-25,Gulliver's Travels,112000000,42779261,232017848,2010,10,1,Saturday,12,1.0715879285714285,0.5172785155735088,120017848,"['Adventure', 'Comedy', 'Family', 'Fantasy']",Family
313,14,2017-12-15,Ferdinand,111000000,84410380,289847930,2017,3,0,Friday,12,1.6112426126126127,0.6170405633050406,178847930,"['Adventure', 'Animation', 'Comedy', 'Family']",Adventure
314,15,2018-05-18,Deadpool 2,110000000,324591735,786680557,2018,2,0,Friday,5,6.151641427272727,0.8601719604975568,676680557,"['Action', 'Adventure', 'Comedy']",Comedy
315,16,2013-10-04,Gravity,110000000,274092705,693698673,2013,7,0,Friday,10,5.306351572727274,0.8414297096399376,583698673,"['Drama', 'Science Fiction', 'Thriller']",Science Fiction
318,19,2015-05-29,San Andreas,110000000,155190832,456258539,2015,5,0,Friday,5,3.1478049,0.7589086217628028,346258539,"['Action', 'Drama', 'Thriller']",Thriller
319,20,2011-07-29,The Smurfs,110000000,142614158,563749323,2011,9,0,Friday,7,4.124993845454545,0.8048778144608078,453749323,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Animation
325,26,2014-03-07,300: Rise of an Empire,110000000,106580051,330780051,2014,6,0,Friday,3,2.007091372727273,0.6674527388593939,220780051,"['Action', 'Fantasy', 'War']",Action
327,28,2016-12-21,Passengers,110000000,100014699,302239672,2016,4,0,Wednesday,12,1.7476333818181815,0.6360504255708694,192239672,"['Drama', 'Romance', 'Science Fiction']",Science Fiction
328,29,2011-01-14,The Green Hornet,110000000,98780042,229155503,2011,9,0,Friday,1,1.0832318454545455,0.5199766160535975,119155503,"['Action', 'Comedy', 'Crime']",Crime
330,31,2011-10-07,Real Steel,110000000,85463309,263880341,2011,9,0,Friday,10,1.398912190909091,0.5831443919499861,153880341,"['Action', 'Drama', 'Science Fiction']",Drama
331,32,2010-06-11,The A-Team,110000000,77222099,177241171,2010,10,1,Friday,6,0.6112833727272727,0.3793767024931245,67241171,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",Comedy
332,33,2013-07-31,The Smurfs 2,110000000,71017784,348547523,2013,7,0,Wednesday,7,2.1686138454545456,0.6844045854831681,238547523,"['Animation', 'Comedy', 'Family', 'Fantasy']",Fantasy
335,36,2013-11-01,Ender's Game,110000000,61737191,127983283,2013,7,0,Friday,11,0.16348439090909092,0.14051274962215182,17983283,"['Action', 'Adventure', 'Science Fiction']",Science Fiction
339,40,2017-03-31,Ghost in the Shell,110000000,40563557,167910690,2017,3,0,Friday,3,0.5264608181818182,0.3448898339944884,57910690,"['Action', 'Drama', 'Science Fiction', 'Thriller']",Thriller
345,46,2015-10-02,The Martian,108000000,228433663,655271443,2015,5,0,Friday,10,5.067328175925926,0.8351828068295659,547271443,"['Adventure', 'Drama', 'Science Fiction']",Drama
346,47,2016-11-23,Allied,106000000,40098064,119266661,2016,4,0,Wednesday,11,0.12515717924528302,0.11123528477082124,13266661,"['Action', 'Drama', 'Romance', 'Thriller', 'War']",Thriller
351,52,2016-07-22,Ice Age: Collision Course,105000000,64063008,402156682,2016,4,0,Friday,7,2.8300636380952384,0.7389077324842261,297156682,"['Adventure', 'Animation', 'Comedy', 'Family']",Comedy
353,54,2017-09-22,Kingsman: The Golden Circle,104000000,100234838,408803696,2017,3,0,Friday,9,2.9308047692307686,0.7455991689468483,304803696,"['Action', 'Adventure', 'Comedy']",Action
357,58,2018-03-09,A Wrinkle in Time,103000000,100478608,133401882,2018,2,0,Friday,3,0.2951639029126213,0.2278969497596743,30401882,"['Adventure', 'Family', 'Fantasy', 'Science Fiction']",Adventure
361,62,2018-12-21,Bumblebee,102000000,127195589,465195589,2018,2,0,Friday,12,3.560741068627451,0.7807373878603135,363195589,"['Action', 'Adventure', 'Science Fiction']",Science Fiction
362,63,2012-10-26,Cloud Atlas,102000000,27108272,130673154,2012,8,0,Friday,10,0.28110935294117645,0.2194265089828627,28673154,"['Drama', 'Science Fiction']",Drama
364,65,1991-07-02,Terminator 2: Judgment Day,100000000,203464105,515419827,1991,29,2,Tuesday,7,4.15419827,0.8059834046702282,415419827,"['Action', 'Science Fiction', 'Thriller']",Science Fiction
368,69,2012-12-25,Django Unchained,100000000,162805434,449948323,2012,8,0,Tuesday,12,3.49948323,0.7777522553406649,349948323,"['Drama', 'Western']",Western
369,70,2010-12-22,Little Fockers,100000000,148438600,310650574,2010,10,1,Wednesday,12,2.10650574,0.6780949131611776,210650574,"['Comedy', 'Romance']",Comedy
373,74,2010-08-06,The Other Guys,100000000,119219978,170936470,2010,10,1,Friday,8,0.7093647,0.4149873341832787,70936470,"['Action', 'Comedy', 'Crime']",Action
374,75,2004-12-17,Lemony Snicket's A Series of Unfortunate Events,100000000,118627117,212956024,2004,16,1,Friday,12,1.12956024,0.5304194822871036,112956024,"['Adventure', 'Comedy', 'Family']",Comedy
375,76,2013-12-25,The Wolf of Wall Street,100000000,116900694,389870414,2013,7,0,Wednesday,12,2.89870414,0.7435045173753554,289870414,"['Comedy', 'Crime', 'Drama']",Comedy
376,77,2013-05-24,Epic,100000000,107518682,262794441,2013,7,0,Friday,5,1.62794441,0.6194744469499642,162794441,"['Adventure', 'Animation', 'Family', 'Fantasy']",Family
380,81,2012-08-17,The Expendables 2,100000000,85028192,311979256,2012,8,0,Friday,8,2.11979256,0.6794658680768185,211979256,"['Action', 'Adventure', 'Thriller']",Thriller
383,84,2014-07-25,Hercules,100000000,72688614,243388614,2014,6,0,Friday,7,1.43388614,0.5891344366667868,143388614,"['Action', 'Adventure']",Action
384,85,2010-12-10,The Tourist,100000000,67631157,278731369,2010,10,1,Friday,12,1.78731369,0.641231626139647,178731369,"['Action', 'Romance', 'Thriller']",Thriller
389,90,2010-09-24,Legend of the Guardians: The Owls of Ga'Hoole,100000000,55675313,139716717,2010,10,1,Friday,9,0.39716717,0.28426603382041965,39716717,"['Adventure', 'Animation', 'Family', 'Fantasy']",Animation
395,96,2014-08-15,The Expendables 3,100000000,39322544,209461378,2014,6,0,Friday,8,1.09461378,0.5225850180361173,109461378,"['Action', 'Adventure', 'Thriller']",Adventure
397,98,2010-03-12,Green Zone,100000000,35497337,97523020,2010,10,1,Friday,3,-0.0247698,-0.025398926325292226,-2476980,"['Action', 'Adventure', 'Drama', 'Thriller', 'War']",Thriller
398,99,2017-10-20,Geostorm,100000000,33700160,220796009,2017,3,0,Friday,10,1.20796009,0.547093262904041,120796009,"['Action', 'Science Fiction', 'Thriller']",Thriller
399,100,2015-12-25,Point Break,100000000,28782481,126704591,2015,5,0,Friday,12,0.26704591,0.21076261553932168,26704591,"['Action', 'Crime', 'Thriller']",Crime
400,1,2015-12-11,In the Heart of the Sea,100000000,25020758,89693309,2015,5,0,Friday,12,-0.10306691,-0.11491036639087535,-10306691,"['Action', 'Adventure', 'Drama', 'History', 'Thriller']",Adventure
403,4,2018-12-14,Mortal Engines,100000000,15951040,85287417,2018,2,0,Friday,12,-0.14712583,-0.17250590435866994,-14712583,"['Adventure', 'Fantasy']",Adventure
406,7,2015-11-06,The Peanuts Movie,99000000,130178411,250091610,2015,5,0,Friday,11,1.5261778787878788,0.6041450570852817,151091610,"['Adventure', 'Animation', 'Comedy', 'Family']",Adventure
408,9,2018-11-21,Robin Hood,99000000,30824628,84747441,2018,2,0,Wednesday,11,-0.1439652424242424,-0.16817686565898787,-14252559,"['Action', 'Adventure', 'Drama']",Drama
411,12,2017-05-19,Alien: Covenant,97000000,74262031,238521247,2017,3,0,Friday,5,1.4589819278350515,0.5933276334078532,141521247,"['Horror', 'Science Fiction', 'Thriller']",Thriller
412,13,2015-03-13,Cinderella,95000000,201151353,534551353,2015,5,0,Friday,3,4.626856347368421,0.8222808726105685,439551353,"['Comedy', 'Romance']",Romance
413,14,2012-07-13,Ice Age: Continental Drift,95000000,161321843,879765137,2012,8,0,Friday,7,8.26068565263158,0.892016634889682,784765137,"['Adventure', 'Animation', 'Comedy', 'Family']",Family
415,16,2010-05-27,Sex and the City 2,95000000,95347692,294680778,2010,10,1,Thursday,5,2.1019029263157893,0.6776172485875547,199680778,"['Comedy', 'Drama', 'Romance']",Drama
416,17,2010-02-12,Percy Jackson & the Olympians: The Lightning Thief,95000000,88768303,223050874,2010,10,1,Friday,2,1.3479039368421053,0.5740881965788666,128050874,"['Adventure', 'Family', 'Fantasy']",Adventure
417,18,2012-08-10,The Campaign,95000000,86907746,104907746,2012,8,0,Friday,8,0.10429206315789474,0.0944424637623994,9907746,['Comedy'],Comedy
418,19,2010-11-12,Unstoppable,95000000,81562942,165720921,2010,10,1,Friday,11,0.7444307473684211,0.42674709127401,70720921,"['Action', 'Thriller']",Thriller
421,22,2009-12-11,The Lovely Bones,95000000,44114232,94894448,2009,11,1,Friday,12,-0.0011110736842105263,-0.001112309542071418,-105552,"['Drama', 'Fantasy']",Drama
422,23,2016-08-19,Ben-Hur,95000000,26410477,91669648,2016,4,0,Friday,8,-0.03505633684210526,-0.03632993114580303,-3330352,"['Action', 'Adventure', 'Drama']",Adventure
423,24,2015-02-06,Seventh Son,95000000,17725785,108874967,2015,5,0,Friday,2,0.14605228421052632,0.12743945998165032,13874967,"['Adventure', 'Fantasy']",Adventure
428,29,2015-02-13,Kingsman: The Secret Service,94000000,128261724,404561724,2015,5,0,Friday,2,3.3038481276595744,0.7676497937802934,310561724,"['Action', 'Adventure', 'Comedy', 'Crime']",Adventure
430,31,2011-08-05,Rise of the Planet of the Apes,93000000,176760185,470986200,2011,9,0,Friday,8,4.064367741935484,0.8025419853065758,377986200,"['Action', 'Drama', 'Science Fiction', 'Thriller']",Thriller
433,34,2013-02-14,A Good Day to Die Hard,92000000,67349198,304249198,2013,7,0,Thursday,2,2.3070565,0.6976162941274212,212249198,"['Action', 'Thriller']",Action
436,37,2013-12-25,The Secret Life of Walter Mitty,91000000,58236838,187861183,2013,7,0,Wednesday,12,1.0644086043956045,0.5155997713481875,96861183,"['Adventure', 'Comedy', 'Drama', 'Fantasy']",Comedy
437,38,2017-12-20,Jumanji: Welcome to the Jungle,90000000,404508916,964496193,2017,3,0,Wednesday,12,9.716624366666666,0.9066870344816385,874496193,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Fantasy
439,40,1999-11-19,Toy Story 2,90000000,245852179,511358276,1999,21,2,Friday,11,4.6817586222222225,0.823998155062616,421358276,"['Animation', 'Comedy', 'Family']",Animation
441,42,2009-12-25,Sherlock Holmes,90000000,209028679,498438212,2009,11,1,Friday,12,4.538202355555557,0.8194359946062884,408438212,"['Action', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",Thriller
445,46,2011-04-15,Rio,90000000,143619809,487519809,2011,9,0,Friday,4,4.416886766666667,0.8153921167129436,397519809,"['Adventure', 'Animation', 'Comedy', 'Family']",Animation
450,51,2011-12-20,The Girl with the Dragon Tattoo,90000000,102515793,239373970,2011,9,0,Tuesday,12,1.6597107777777778,0.6240192699314799,149373970,"['Crime', 'Drama', 'Mystery', 'Thriller']",Crime
454,55,2016-09-23,The Magnificent Seven,90000000,93432655,162525156,2016,4,0,Friday,9,0.8058350666666667,0.4462395716759072,72525156,"['Action', 'Adventure', 'Western']",Western
455,56,2015-12-18,Alvin and the Chipmunks: The Road Chip,90000000,85886987,249517956,2015,5,0,Friday,12,1.7724217333333334,0.6393045156237173,159517956,"['Adventure', 'Animation', 'Comedy', 'Family']",Adventure
458,59,2015-07-24,Pixels,90000000,78765986,244041804,2015,5,0,Friday,7,1.7115756000000002,0.6312107248641712,154041804,['Science Fiction'],Science Fiction
463,64,2013-08-07,Percy Jackson: Sea of Monsters,90000000,68559554,200859554,2013,7,0,Wednesday,8,1.2317728222222222,0.5519257201975067,110859554,"['Adventure', 'Family', 'Fantasy']",Adventure
465,66,2016-06-10,Now You See Me 2,90000000,65075540,328325007,2016,4,0,Friday,6,2.648055633333333,0.7258813733917014,238325007,"['Action', 'Comedy', 'Thriller']",Action
467,68,1997-04-04,The Saint,90000000,61363304,169400000,1997,23,2,Friday,4,0.8822222222222222,0.4687131050767415,79400000,"['Action', 'Adventure', 'Crime']",Adventure
